alert_type,fase,date,time,severity,sign_id,rev,rule_name,classification,priority,protocol,from_addr,from_port,to_addr,to_port
Malware Alert,Installation,11/11/2019,19:25:26.682476,1,2022051,2,ET MALWARE Likely Evil EXE download from dotted Quad by MSXMLHTTP M2 ,A Network Trojan was detected,1,TCP,185.88.178.186,80,192.168.4.15,49252
Malware Alert,Installation,11/11/2019,19:25:26.682476,1,2022053,2,ET MALWARE Likely Evil EXE download from MSXMLHTTP non-exe extension M2 ,A Network Trojan was detected,1,TCP,185.88.178.186,80,192.168.4.15,49252
Malware Alert,Installation,11/11/2019,19:25:26.682476,1,2022653,2,ET MALWARE Likely Evil EXE download from WinHttpRequest non-exe extension ,A Network Trojan was detected,1,TCP,185.88.178.186,80,192.168.4.15,49252
Malware Alert,Installation,11/11/2019,19:25:26.682476,1,2023672,5,ET MALWARE JS/WSF Downloader Dec 08 2016 M4 ,A Network Trojan was detected,1,TCP,185.88.178.186,80,192.168.4.15,49252
Malware Alert,Installation,11/11/2019,19:25:34.623607,1,2013036,7,ET MALWARE Java EXE Download by Vulnerable Version - Likely Driveby ,A Network Trojan was detected,1,TCP,185.88.178.186,80,192.168.4.15,49253
Malware Alert,Installation,11/11/2019,19:25:34.623607,1,2020569,1,ET MALWARE Unknown Trojan Downloading PE via MSSQL Connection to Non-Standard Port ,A Network Trojan was detected,1,TCP,185.88.178.186,80,192.168.4.15,49253
Malware Alert,Installation,11/11/2019,19:25:34.623607,1,2022050,3,ET MALWARE Likely Evil EXE download from dotted Quad by MSXMLHTTP M1 ,A Network Trojan was detected,1,TCP,185.88.178.186,80,192.168.4.15,49253
Malware Alert,Installation,11/11/2019,19:25:35.059375,1,2019165,4,ET MALWARE Possible Banload Downloading Executable ,A Network Trojan was detected,1,TCP,185.88.178.186,80,192.168.4.15,49253
Malware Alert,Installation,11/11/2019,19:25:35.059375,1,2021312,2,ET MALWARE Likely Malicious wininet UA Downloading EXE ,A Network Trojan was detected,1,TCP,185.88.178.186,80,192.168.4.15,49253
Malware Alert,Installation,11/11/2019,19:25:35.059375,1,2022051,2,ET MALWARE Likely Evil EXE download from dotted Quad by MSXMLHTTP M2 ,A Network Trojan was detected,1,TCP,185.88.178.186,80,192.168.4.15,49253
Malware Alert,Installation,11/11/2019,19:25:35.059375,1,2022053,2,ET MALWARE Likely Evil EXE download from MSXMLHTTP non-exe extension M2 ,A Network Trojan was detected,1,TCP,185.88.178.186,80,192.168.4.15,49253
Malware Alert,Installation,11/11/2019,19:25:35.059375,1,2022653,2,ET MALWARE Likely Evil EXE download from WinHttpRequest non-exe extension ,A Network Trojan was detected,1,TCP,185.88.178.186,80,192.168.4.15,49253
Malware Alert,Installation,11/11/2019,19:25:35.059375,1,2023672,5,ET MALWARE JS/WSF Downloader Dec 08 2016 M4 ,A Network Trojan was detected,1,TCP,185.88.178.186,80,192.168.4.15,49253
Malware Alert,Installation,11/11/2019,19:26:00.734236,1,2013036,7,ET MALWARE Java EXE Download by Vulnerable Version - Likely Driveby ,A Network Trojan was detected,1,TCP,185.88.178.186,80,192.168.4.15,49254
Malware Alert,Installation,11/11/2019,19:26:00.734236,1,2020569,1,ET MALWARE Unknown Trojan Downloading PE via MSSQL Connection to Non-Standard Port ,A Network Trojan was detected,1,TCP,185.88.178.186,80,192.168.4.15,49254
Malware Alert,Installation,11/11/2019,19:26:00.734236,1,2022050,3,ET MALWARE Likely Evil EXE download from dotted Quad by MSXMLHTTP M1 ,A Network Trojan was detected,1,TCP,185.88.178.186,80,192.168.4.15,49254
Malware Alert,Installation,11/11/2019,19:26:01.164963,1,2019165,4,ET MALWARE Possible Banload Downloading Executable ,A Network Trojan was detected,1,TCP,185.88.178.186,80,192.168.4.15,49254
Malware Alert,Installation,11/11/2019,19:26:01.164963,1,2021312,2,ET MALWARE Likely Malicious wininet UA Downloading EXE ,A Network Trojan was detected,1,TCP,185.88.178.186,80,192.168.4.15,49254
Malware Alert,Installation,11/11/2019,19:26:01.164963,1,2022051,2,ET MALWARE Likely Evil EXE download from dotted Quad by MSXMLHTTP M2 ,A Network Trojan was detected,1,TCP,185.88.178.186,80,192.168.4.15,49254
Malware Alert,Installation,11/11/2019,19:26:01.164963,1,2022053,2,ET MALWARE Likely Evil EXE download from MSXMLHTTP non-exe extension M2 ,A Network Trojan was detected,1,TCP,185.88.178.186,80,192.168.4.15,49254
Malware Alert,Installation,11/11/2019,19:26:01.164963,1,2022653,2,ET MALWARE Likely Evil EXE download from WinHttpRequest non-exe extension ,A Network Trojan was detected,1,TCP,185.88.178.186,80,192.168.4.15,49254
Malware Alert,Installation,11/11/2019,19:26:01.164963,1,2023672,5,ET MALWARE JS/WSF Downloader Dec 08 2016 M4 ,A Network Trojan was detected,1,TCP,185.88.178.186,80,192.168.4.15,49254
Policy Alert,Data Exfiltartion,11/11/2019,19:25:26.915469,1,2018959,4,ET POLICY PE EXE or DLL Windows file download HTTP ,Potential Corporate Privacy Violation,1,TCP,185.88.178.186,80,192.168.4.15,49252
Policy Alert,Data Exfiltartion,11/11/2019,19:25:35.059375,1,2018959,4,ET POLICY PE EXE or DLL Windows file download HTTP ,Potential Corporate Privacy Violation,1,TCP,185.88.178.186,80,192.168.4.15,49253
Policy Alert,Data Exfiltartion,11/11/2019,19:26:01.191196,1,2018959,4,ET POLICY PE EXE or DLL Windows file download HTTP ,Potential Corporate Privacy Violation,1,TCP,185.88.178.186,80,192.168.4.15,49254
